Word, Guesses, Count
threw,"salet, voter, tried, three, threw",5
throb,"salet, youth, throw, throb",4
throw,"salet, youth, throw",3
thrum,"salet, youth, thrum",3
thumb,"salet, youth, thumb",3
thump,"salet, youth, thumb, thump",4
thyme,"salet, white, there, thyme",4
tiara,"salet, wrath, otary, tiara",4
tibia,"salet, wrath, today, tibia",4
tidal,"salet, ultra, tidal",3
tiger,"salet, voter, tiger",3
tight,"salet, wight, right, night, might, hight, kight, bight, dight, pight, fight, tight",12
tilde,"salet, tilde",2
timer,"salet, voter, tiger, timer",4
timid,"salet, youth, trick, timid",4
tipsy,"salet, truss, tossy, tipsy",4
titan,"salet, wrath, today, titan",4
tithe,"salet, white, hithe, kithe, tithe",5
title,"salet, title",2
toast,"salet, toast",2
today,"salet, wrath, today",3
toddy,"salet, youth, toddy",3
token,"salet, voter, toged, toney, token",5
tonal,"salet, ultra, tidal, typal, tonal",5
tonga,"salet, wrath, today, tonga",4
tonic,"salet, youth, topic, toxic, tonic",5
tooth,"salet, youth, worth, month, booth, tooth",6
topaz,"salet, wrath, today, topaz",4
topic,"salet, youth, topic",3
torch,"salet, youth, torch",3
torso,"salet, truss, torso",3
torus,"salet, truss, turks, torus",4
total,"salet, ultra, total",3
totem,"salet, voter, totem",3
touch,"salet, youth, touch",3
tough,"salet, youth, touch, tough",4
towel,"salet, hotel, towel",3
tower,"salet, voter, toner, toker, toper, toyer, tower",7
toxic,"salet, youth, topic, toxic",4
toxin,"salet, youth, topic, toxin",4
trace,"salet, tweak, trade, trace",4
track,"salet, wrath, tragi, trank, track",5
tract,"salet, tract",2
trade,"salet, tweak, trade",3
trail,"salet, ultra, trial, trail",4
train,"salet, wrath, tragi, traik, train",5
trait,"salet, tract, trapt, trant, tratt, trait",6
tramp,"salet, wrath, tragi, trank, trayf, tramp",6
trash,"salet, vista, trash",3
trawl,"salet, ultra, trial, trawl",4
tread,"salet, tweak, tread",3
treat,"salet, treat",2
trend,"salet, white, trend",3
triad,"salet, wrath, artic, triad",4
trial,"salet, ultra, trial",3
tribe,"salet, white, tribe",3
trice,"salet, white, tribe, trice",4
trick,"salet, youth, trick",3
tried,"salet, voter, tried",3
tripe,"salet, white, tribe, trice, tride, trike, trine, tripe",8
trite,"salet, white, unite, evite, trite",5
troll,"salet, until, thowl, troll",4
troop,"salet, youth, intro, trock, tromp, troop",6
trope,"salet, white, truce, trove, trope",5
trout,"salet, wight, front, trout",4
trove,"salet, white, truce, trove",4
truce,"salet, white, truce",3
truck,"salet, youth, trunk, truck",4
truer,"salet, voter, tiger, tryer, truer",5
truly,"salet, until, truly",3
trump,"salet, youth, trunk, trump",4
trunk,"salet, youth, trunk",3
truss,"salet, truss",2
trust,"salet, visit, worst, trust",4
truth,"salet, youth, truth",3
tryst,"salet, visit, worst, trust, tryst",5
tubal,"salet, ultra, tubal",3
tuber,"salet, voter, tiger, tryer, tuner, tuber",6
tulip,"salet, tulip",2
tulle,"salet, tilde, tulle",3
tumor,"salet, youth, turbo, tumor",4
tunic,"salet, youth, cutin, tunic",4
turbo,"salet, youth, turbo",3
tutor,"salet, youth, turbo, tumor, tutor",5
twang,"salet, wrath, twain, twank, twang",5
tweak,"salet, tweak",2
tweed,"salet, voter, thief, tweed",4
tweet,"salet, unmet, octet, greet, tweet",5
twice,"salet, white, twire, twice",4
twine,"salet, white, twice, twine",4
twirl,"salet, until, thiol, twill, twirl",5
twist,"salet, visit, twist",3
twixt,"salet, wight, inwit, twixt",4
tying,"salet, youth, tying",3
udder,"salet, women, upper, urger, udder",5
ulcer,"salet, wheel, ulcer",3
ultra,"salet, ultra",2
umbra,"salet, woman, drama, micra, umbra",5
uncle,"salet, yield, whole, uncle",4
uncut,"salet, wight, front, uncut",4
under,"salet, women, under",3
undid,"salet, young, unzip, unbid, unkid, unrid, undid",7
undue,"salet, wreck, venue, endue, indue, undue",6
unfed,"salet, women, under, unbed, unked, unfed",6
unfit,"salet, wight, print, unfit",4
unify,"salet, young, unify",3
union,"salet, young, bunko, onium, union",5
unite,"salet, white, unite",3
unity,"salet, youth, unity",3
unlit,"salet, mulct, uplit, unlit",4
unmet,"salet, unmet",2
unset,"salet, upset, unset",3
untie,"salet, white, titre, uptie, untie",5
until,"salet, until",2
unwed,"salet, women, endew, unwed",4
unzip,"salet, young, unzip",3
upper,"salet, women, upper",3
upset,"salet, upset",2
urban,"salet, woman, urban",3
urine,"salet, wreck, urine",3
usage,"salet, phase, ysame, usage",4
usher,"salet, usher",2
using,"salet, virus, cuish, using",4
usual,"salet, usual",2
usurp,"salet, virus, brush, usury, usurp",5
utile,"salet, title, utile",3
utter,"salet, voter, meter, titer, cuter, upter, utter",7
vague,"salet, range, vague",3
valet,"salet, valet",2
valid,"salet, valid",2
valor,"salet, valid, valor",3
value,"salet, value",2
valve,"salet, value, valve",3
vapid,"salet, wagon, rapid, vapid",4
vapor,"salet, wagon, vapor",3
vault,"salet, gault, dault, hault, fault, vault",6
vaunt,"salet, yacht, tarot, paint, gaunt, jaunt, naunt, daunt, vaunt",9
vegan,"salet, zebra, vegan",3
venom,"salet, wreck, venue, venin, venom",5
venue,"salet, wreck, venue",3
verge,"salet, wreck, rouge, merge, verge",5
verse,"salet, whose, verse",3
verso,"salet, whose, verso",3
verve,"salet, wreck, rouge, nerve, perve, verve",6
vicar,"salet, woman, vicar",3
video,"salet, women, video",3
vigil,"salet, would, vinyl, vigil",4
vigor,"salet, young, vigor",3
villa,"salet, villa",2
vinyl,"salet, would, vinyl",3
viola,"salet, zonal, flora, chola, idola, viola",6
viper,"salet, women, upper, viper",4
viral,"salet, zonal, rural, gyral, viral",5
virus,"salet, virus",2
visit,"salet, visit",2
visor,"salet, virus, visor",3
vista,"salet, vista",2
vital,"salet, ultra, total, vital",4
vivid,"salet, young, which, bifid, mirid, vivid",6
vixen,"salet, women, vixen",3
vocal,"salet, zonal, royal, vocal",4
vodka,"salet, woman, roach, poppa, gogga, vodka",6
vogue,"salet, wreck, venue, vogue",4
voice,"salet, wreck, voice",3
voila,"salet, zonal, voila",3
vomit,"salet, wight, print, vomit",4
voter,"salet, voter",2
vouch,"salet, young, bourd, houff, mouch, couch, pouch, vouch",8
vowel,"salet, wheel, jewel, vowel",4
vying,"salet, young, hying, nying, dying, vying",6
wacky,"salet, wagon, wacky",3
wafer,"salet, raven, wafer",3
wager,"salet, raven, wafer, wager",4
wagon,"salet, wagon",2
waist,"salet, mayst, karst, waist",4
waive,"salet, range, maybe, cache, waive",5
waltz,"salet, waltz",2
warty,"salet, watch, wanty, warty",4
waste,"salet, waste",2
watch,"salet, watch",2
water,"salet, water",2
waver,"salet, raven, paver, waver",4
waxen,"salet, raven, baken, dawen, waxen",5
weary,"salet, zebra, weary",3
weave,"salet, zebra, vegan, heavy, deave, weave",6
wedge,"salet, wreck, weigh, wedge",4
weedy,"salet, wreck, weedy",3
weigh,"salet, wreck, weigh",3
weird,"salet, wreck, weird",3
welch,"salet, welch",2
welsh,"salet, pulse, welsh",3
wench,"salet, wreck, wince, wench",4
whack,"salet, woman, wharf, whaup, whack",5
whale,"salet, whale",2
wharf,"salet, woman, wharf",3
wheat,"salet, treat, exeat, cheat, wheat",5
wheel,"salet, wheel",2
whelp,"salet, yield, chelp, whelp",4
where,"salet, wreck, where",3
which,"salet, young, which",3
whiff,"salet, young, which, whiff",4
while,"salet, yield, while",3
whine,"salet, wreck, weigh, whine",4
whiny,"salet, young, whiny",3
whirl,"salet, would, whirl",3
whisk,"salet, virus, psion, whisk",4
white,"salet, white",2
whole,"salet, yield, whole",3
whoop,"salet, young, widow, whoof, whoop",5
whose,"salet, whose",2
widen,"salet, women, wheen, wizen, widen",5
wider,"salet, women, wired, wider",4
widow,"salet, young, widow",3
width,"salet, youth, width",3
wield,"salet, yield, bield, field, wield",5
wight,"salet, wight",2
willy,"salet, willy",2
wimpy,"salet, young, privy, hippy, jimpy, wimpy",6
wince,"salet, wreck, wince",3
winch,"salet, young, pinch, finch, winch",5
windy,"salet, young, windy",3
wiser,"salet, usher, poser, riser, wiser",5
wispy,"salet, virus, missy, dishy, pisky, wispy",6
witch,"salet, youth, witch",3
witty,"salet, youth, witty",3
woken,"salet, women, woven, woxen, woken",5
woman,"salet, woman",2
women,"salet, women",2
woody,"salet, young, worry, womby, woofy, woopy, woody",7
wooer,"salet, women, wowed, woker, wooer",5
wooly,"salet, would, wooly",3
woozy,"salet, young, worry, womby, woofy, woopy, woody, woozy",8
wordy,"salet, young, worry, wordy",4
world,"salet, would, woold, world",4
worry,"salet, young, worry",3
worse,"salet, whose, worse",3
worst,"salet, visit, worst",3
worth,"salet, youth, worth",3
would,"salet, would",2
wound,"salet, young, round, pound, wound",5
woven,"salet, women, woven",3
wrack,"salet, woman, wharf, wrack",4
wrath,"salet, wrath",2
wreak,"salet, zebra, grave, dream, freak, wreak",6
wreck,"salet, wreck",2
wrest,"salet, quest, prest, drest, trest, crest, wrest",7
wring,"salet, young, ching, iring, bring, wring",6
wrist,"salet, visit, twist, wrist",4
write,"salet, white, write",3
wrong,"salet, young, wrong",3
wrote,"salet, white, weete, wrote",4
wrung,"salet, young, wrung",3
wryly,"salet, would, whilk, wryly",4
yacht,"salet, yacht",2
yearn,"salet, zebra, weary, yeard, yearn",5
yeast,"salet, yeast",2
yield,"salet, yield",2
young,"salet, young",2
youth,"salet, youth",2
zebra,"salet, zebra",2
zesty,"salet, these, vests, besti, festy, pesty, resty, yesty, zesty",9
zonal,"salet, zonal",2
